cleaned tweets,labels
 doesn t speak for me i m frazzled i ve worked solidly for the past months without friends or family or anything to look forward to holiday i m sure those that have lost their livelihoods are more depressed upset than bored what a joke of a man ,depressive
 sleep is elusive when you are anxious or depressed i used to sleep every other night and run on caffeine in between ,depressive
just thinking about how if i drink half decaf coffee tomorrow then i won t get a migraine but if i drink normal coffee then i ll be on the verge of an anxiety attack all day and therefor not fell depressed i know that that doesn t work like that but it s still tempting ,depressive
 lol its no biggy im only depressed ,depressive
 we re all depressed and lonely and rely on d waifus to be happy,depressive
 hello hello how are you depressed justin ,depressive
does anyone know where i can find an example of phq item inter correlations from a sample of english speaking depressed individuals i have had a hard time finding one in publications so far ,depressive
 i m so f cking sick of this shit i ve been stressed n depressed ever since i finished the manga and anime the only thing i can do now is cry and hope something updates ,depressive
the way people want to be recognized as atheist soo bad like it s some fashion trend cracks me up every time you all learn or hear about a new term and all of a sudden you want to be recognized by that everybody has insomnia and everybody is depressed ,depressive
australia can t come soon enough ffs i am so fucking depressed hahahhahah colleen babe can you fit me in it s a bit of a life or death situation xx,depressive
until april that means all of europe will follow thats about months of lockdown people must be complete depressed ,depressive
 those pipo can depress,depressive
please allow my fianc to enter india frm canada i am depressed my marriage is on hold due to pandemic i am in my mid s please please reinstate visa for gl ,depressive
is it just me or when listening to juice wrld you get this feeling like you re kinda depressed or hyped lol,depressive
 aaron i m not depressed anymore because i just thought about my future try it,depressive
been trying really hard not to feel a sense of hopelessness about the pandemic but looking at trends and projections it s starting to feel like a real feat of endurance to not get brutally depressed about it all ,depressive
